,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime
3341,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,"[16, 10768, 10759, 10765]",https://image.tmdb.org/t/p/w500/8Lw1Y8nMmcvjlB6AdUPL4A0XkcO.jpg,tv,11.7908,11,7.451,61,[25],1,['JP'],"['planet mars', 'anti hero', 'dystopia', 'agriculture', 'politics', 'revenge', 'space', 'travel', 'mecha', 'survival', 'mafia', 'conspiracy', 'tragedy', 'coming of age', 'fugitive', 'bromance', 'orphan', 'polyamory', 'space opera', 'military', 'anime', 'real robot', 'found family', 'trains', 'gay theme', 'war', 'gundam']",,5,0,0,0,0,1,0,1
3342,Queer Eye: We're in Japan!,"Queer Eye: Luz, Câmera, Japão!","[35, 10764]",https://image.tmdb.org/t/p/w500/5PFq8lqBUqDiQPYakYsfKnugVKU.jpg,tv,1.1,7,7.328,32,[50],1,['US'],[],,-1,0,0,0,0,0,0,0
3343,Santa Girl,A Filha do Papai Noel,"[35, 10749]",https://image.tmdb.org/t/p/w500/aLBNhfYtyBOHdePncblmijrDljQ.jpg,movie,1.5379,7,5.661,31,90,,['US'],['christmas'],Blayne Weaver,-1,1,0,0,0,0,0,0
3344,The Boulet Brothers Dragula,The Boulet Brothers' Dragula,[10764],https://image.tmdb.org/t/p/w500/6py2tZQgj6HA9gmM2mSsWUFmogr.jpg,tv,7.4743,10,6.1,25,[59],6,['US'],"['competition', 'drag queen', 'lgbt', 'macabre', 'candid', 'drag show', 'provocative', 'drag queen competition', 'horror', 'hilarious']",Swanthula Boulet,5,0,0,0,0,0,0,0
3345,The Deep,Sob O Mar,"[10762, 10751, 16, 10759]",https://image.tmdb.org/t/p/w500/q4lEHHOjfiJXPCfU8dHGBumubaZ.jpg,tv,8.0252,11,7.4,27,[21],4,"['CA', 'AU']","['submarine', 'exploration', 'pirate', 'underwater', 'family', 'marine biology']",Tom Taylor,0,0,0,0,0,0,0,0
3346,The House of Flowers Presents: The Funeral,A Casa das Flores apresenta: O Funeral,[35],https://image.tmdb.org/t/p/w500/3T4rU1ReKVwaN0dQ1ljspI9ueMF.jpg,movie,0.4285,7,7.0,12,35,,['MX'],[],Manolo Caro,5,0,0,0,0,0,0,0
3347,The King,The Daily Life of the Immortal King,"[16, 35, 10759, 10765]",https://image.tmdb.org/t/p/w500/AiUzqwU9Dom6rH1Kt6jRXXGDD7p.jpg,tv,37.777,6,8.352,689,[18],5,['CN'],"['immortality', 'high school', 'slice of life', 'school', 'king', 'teen comedy', 'school life', 'immortal', 'xianxia', 'cultivation', 'urban fantasy', 'donghua', 'high school life', 'based on web novel', 'anime inspired', 'daily life', 'teen fantasy']",Xuan Ku,3,0,0,0,0,0,0,0
3348,The Man Without Gravity,L'uomo senza gravità,"[14, 18, 35]",https://image.tmdb.org/t/p/w500/mFaVMZvmICRQMmBZZguVrgDzyBT.jpg,movie,0.6702,7,7.095,257,107,,"['BE', 'FR', 'IT']",[],Marco Bonfanti,-1,0,0,0,0,0,0,0
3349,The Old Thieves: The Legend of Artegios,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
3350,True: Grabbleapple Harvest,Vera - Cores do Inverno,[16],https://image.tmdb.org/t/p/w500/vnYwt2U6QFeNZy44GkceXtI4hox.jpg,movie,0.083,7,0.0,0,23,,['US'],[],Todd Kauffman,-1,0,0,0,0,0,0,0
3351,Vientos de agua,Vientos de agua,[18],https://image.tmdb.org/t/p/w500/fco3uj8dOGxGae7RHsKi0mdxYqU.jpg,tv,1.7883,20,7.714,14,,1,"['AR', 'ES']",[],Juan José Campanella,-1,0,0,0,0,0,0,0
3352,We Are the Wave,Nós Somos a Onda,[18],https://image.tmdb.org/t/p/w500/oEiDzAiGAmShP4SadW9S5mJTBPB.jpg,tv,2.0685,7,6.0,62,,1,['DE'],"['fascism', 'propaganda', 'adaptation']",Jan Berger,5,0,0,0,0,0,0,0
3353,Zoé: Panoramas,Zoé Panoramas,[99],https://image.tmdb.org/t/p/w500/6bLXcqjUhZcEPBA3PChmIZlxXMO.jpg,movie,0.427,9,4.7,3,89,,,[],Gabriel Cruz Rivas,-1,0,0,0,0,0,0,0
3354,Grego Rossello: Disculpe las molestias,Grego Rossello: Disculpe las molestias,[35],https://image.tmdb.org/t/p/w500/xAWcnJYW9MvUUl3PYQWKDS8uqXg.jpg,movie,0.0535,7,3.0,1,65,,['AR'],[],Juani Libonatti,-1,0,0,0,0,0,0,0
3355,KENGAN ASHURA,KENGAN ASHURA,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/q1Nm4it71GroM8cQ41nIJmH8M1D.jpg,tv,13.1104,7,8.338,1021,[23],2,['JP'],"['japan', 'martial arts', 'gladiator', 'challenge', 'based on manga', 'anime', 'blood', 'original net animation (ona)']",,5,0,0,0,0,0,1,1
3356,Nowhere Man,Um Homem sem Passado,"[9648, 18, 10765]",https://image.tmdb.org/t/p/w500/bMQ0IDjUs7tLf9XefBQGZ7AkvpP.jpg,tv,7.0571,31,7.7,33,[45],1,['US'],"['photographer', 'paranoia', 'betrayal', 'conspiracy', 'on the run', 'psychological thriller', 'stolen identity', 'photojournalism']",Lawrence Hertzog,-1,0,0,0,0,0,0,0
