,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime
915,And Tomorrow the Entire World,E Amanhã... O Mundo Todo,"[80, 18, 10749]",https://image.tmdb.org/t/p/w500/qid8NlS6dbD5UXc6Ysaq8YUnGwr.jpg,movie,0.4949,5,6.0,37,111,,"['FR', 'DE', 'US']",[],Julia von Heinz,-1,0,0,0,0,0,0,0
916,Dead Man Down,Sem Perdão,"[53, 28, 80, 18]",https://image.tmdb.org/t/p/w500/6RAWLTk2kk1RmrjIqdadNtZ0aRs.jpg,movie,2.2264,13,6.162,1526,118,,['US'],"['new york city', 'revenge', 'mysterious woman', 'crime lord']",Niels Arden Oplev,5,0,0,0,0,0,0,0
917,Framing John DeLorean,John DeLorean: Visionário ou Vigarista?,"[99, 18]",https://image.tmdb.org/t/p/w500/p9uoTEG3p3nLNI8wJowMpqUU4g5.jpg,movie,0.8989,7,6.1,55,109,,['US'],"['court case', 'fbi', 'engineering', 'drug trade', 'muscle car', 'car designer']",Don Argott,-1,0,0,0,0,0,0,0
918,Lava Ka Dhaava,Lava Ka Dhaava,[10764],https://image.tmdb.org/t/p/w500/ycOv8rcqXypyV6pvVEnS031cc2M.jpg,tv,0.6682,5,2.0,1,[34],1,['IO'],['reality'],,-1,0,0,0,0,0,0,0
919,The Sons of Sam: A Descent into Darkness,Os Filhos de Sam: Loucura e Conspiração,"[99, 80]",https://image.tmdb.org/t/p/w500/qpu7dSBQtTZv3FrdnoBnkraimPU.jpg,tv,1.5132,5,6.955,132,,1,['US'],"['new york city', '1970s', 'cult', 'serial killer', 'true crime', 'devil worship', 'son of sam']",,5,0,0,0,0,0,0,0
920,Selena: The Series,Selena: A Série,[18],https://image.tmdb.org/t/p/w500/j4e3yAAc2sCtK9liKmHNsXVsgoF.jpg,tv,2.9309,6,7.5,1582,[40],1,['US'],"['musical', 'biography', 'murder', 'singer', '1990s', 'latin music']",Moisés Zamora,1,0,0,0,0,0,0,0
921,StartUp,StartUp,"[80, 18]",https://image.tmdb.org/t/p/w500/mXiB1e0x3iaRaaPPVhC1c7rgwPr.jpg,tv,17.2343,10,7.181,248,[45],3,['US'],"['miami, florida', 'organized crime', 'digital currency']",Ben Ketai,5,0,0,0,0,0,0,0
922,The Clovehitch Killer,Ao Lado de um Assassino,"[18, 9648, 80]",https://image.tmdb.org/t/p/w500/3RhycQl6RKfT4GTCReZ0L1nJ4ki.jpg,movie,1.8526,8,6.397,794,109,,['US'],"['double life', 'investigation', 'kentucky', 'coming of age', 'serial killer', 'psychological thriller', 'church', 'surveillance', 'dark past', 'boy scouts', 'sadistic psychopath', '1990s', 'urban gothic', 'father son relationship', 'case file', 'distressing']",Duncan Skiles,-1,0,0,0,0,1,0,0
923,Trash Truck,Zé Coleta,"[16, 10762]",https://image.tmdb.org/t/p/w500/ygMkTNS1pLkDY042MVAgUDus3RS.jpg,tv,3.0157,6,5.9,8,[15],2,['US'],"['optimism', 'cartoon', 'fantasy world']",Max Keane,0,0,0,0,0,0,0,0
924,Aliens Stole My Body,Aliens Roubaram Meu Corpo,"[12, 35, 10751]",https://image.tmdb.org/t/p/w500/5pWVVrefvwCnDSj5CNZhoCorey5.jpg,movie,0.642,6,4.063,16,88,,['US'],[],Sean McNamara,-1,0,0,0,0,0,0,0
925,Angelina Ballerina,Angelina Ballerina: Os Seguintes Passos,"[10751, 16, 10762]",https://image.tmdb.org/t/p/w500/eoOFnDbdndQ5lCthpmJEJ1znCCy.jpg,tv,4.9245,17,7.5,6,,4,['GB'],[],Katharine Holabird,0,0,0,0,0,0,0,0
926,Au coeur des gangs,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
927,Barney and Friends,Barney e Seus Amigos,"[35, 10751, 10762]",https://image.tmdb.org/t/p/w500/ijt54PA1pZ2ae68ODBk3vfWSK0e.jpg,tv,22.3294,34,5.758,93,[30],14,['US'],"['dinosaur', 'singing', 'educational', 'toy comes to life']",,0,0,0,0,0,0,0,0
928,Best of the Best,The Best of You in My Mind,"[18, 35]",https://image.tmdb.org/t/p/w500/3ydL37S8o18Fcf97q61CG5dRfbq.jpg,tv,3.1307,6,6.8,4,,1,['CN'],"['competition', 'jealousy', 'sports', 'campus', 'romance', 'archery', 'first love', 'slow burn romance', 'friends to lovers', 'secret crush', 'youth']",Zhu Yi,-1,0,0,0,0,0,0,0
929,Dead Again in Tombstone,Inferno no Faroeste 2,"[37, 28, 14, 27]",https://image.tmdb.org/t/p/w500/7KiUlAcTFADLEoNJErIWSFLBI8y.jpg,movie,1.0389,9,4.9,85,99,,['US'],['hell'],Roel Reiné,5,0,0,0,0,0,0,0
930,Due Date,Um Parto de Viagem,"[35, 18]",https://image.tmdb.org/t/p/w500/ys6yKTVq4pqOTuBTyPcGUCeIGsw.jpg,movie,7.3839,16,6.388,5712,95,,['US'],"['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses', 'rest stop', 'vicodin', 'waffle']",Todd Phillips,5,0,0,0,0,0,0,0
931,Fun with Dick & Jane,As Loucuras de Dick & Jane,"[35, 80]",https://image.tmdb.org/t/p/w500/5g03eRFOILs4crO6vUCWehdzKto.jpg,movie,3.4031,21,6.222,2615,90,,['US'],"['husband wife relationship', 'based on novel or book', 'robber', 'hold-up robbery', 'suburbia', 'remake', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']",Dean Parisot,2,0,0,0,0,0,0,0
932,Green Zone,Zona Verde,"[10752, 28, 12, 18, 53]",https://image.tmdb.org/t/p/w500/wfpGtqT5Jq52pCTPELLc9M5hy04.jpg,movie,3.3074,16,6.486,2332,115,,"['US', 'FR', 'ES', 'GB']","['conspiracy', 'soldier', 'iraq war', 'weapon of mass destruction', 'baghdad', 'iraqi\xa0', 'near east']",Paul Greengrass,5,0,0,0,0,0,0,0
933,Hachi: A Dog's Tale,Sempre ao Seu Lado,"[18, 10751]",https://image.tmdb.org/t/p/w500/x1wvmDOD6OBBNhoTAFNfZ5eRofa.jpg,movie,8.5107,17,8.008,7068,93,,"['GB', 'US']","['friendship', 'loyalty', 'pet', 'human animal relationship', 'family relationships', 'friends', 'dog', 'newspaper reporter', 'family dog', 'waiting', 'pets', 'dramatic']",Lasse Hallström,0,0,0,0,0,0,0,0
934,JT LeRoy,JT	Leroy	- Escritor	Fantasma,"[18, 36]",https://image.tmdb.org/t/p/w500/43ffZhMCWQhzMneGP4kDWoPV48X.jpg,movie,0.7102,7,5.444,99,108,,['US'],"['based on true story', 'impersonator', 'writer', 'based on memoir or autobiography', 'male impersonator']",Justin Kelly,5,0,0,0,0,0,0,0
935,Madagascar 3: Europe's Most Wanted,Madagascar 3: Os Procurados,"[16, 10751, 35, 12]",https://image.tmdb.org/t/p/w500/bPRvFj9MGeLeqidaTniUf8yQ0PW.jpg,movie,6.1874,14,6.627,6476,95,,['US'],"['friendship', 'circus', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'cartoon', 'villain', 'zebra', 'slapstick comedy', 'madagascar', 'animals', 'lemur', 'talking animal', '3d animation']",Eric Darnell,1,0,0,0,1,0,0,0
936,Miniforce: Super Dino Power,최강전사 미니특공대,"[16, 10762, 10759, 35, 10765]",https://image.tmdb.org/t/p/w500/4TzCyUOUWEMRU5Aq3JBSv0zNJJj.jpg,tv,19.0079,12,6.0,4,[11],11,['KR'],"['hero', 'villain', 'cartoon', 'superhero', 'giant robot', 'robot', 'superhero team', 'supervillain', 'masked hero', '3d animation', 'henshin heroes']",,1,0,1,1,0,0,0,0
937,Motu Patlu in Dragon's World,Motu Patlu in Dragon's World,[16],https://image.tmdb.org/t/p/w500/LNGlvIJfOJBoGeAzlvNjD6kSw7.jpg,movie,0.1359,9,0.0,0,78,,['IN'],"['dragon', 'motu patlu']",Suhas Kadav,-1,0,0,0,0,0,0,0
938,Motu Patlu in the Game of Zones,Motu Patlu in the Game of Zones,"[16, 35, 9648, 14, 12, 28]",https://image.tmdb.org/t/p/w500/xdoQSrB0kzIRT9CWEbMbX2vHYbB.jpg,movie,0.1873,6,10.0,1,87,,['IN'],"['friendship', 'bravery', 'cartoon', 'inspector', 'friends', 'moral courage', 'scientist']",Suhas Kadav,-1,0,0,0,0,0,0,0
939,Motu Patlu in Wonderland,Motu Patlu in Wonderland,[16],https://image.tmdb.org/t/p/w500/3dWw8Wc5xDH1lQQheLumJgbP01I.jpg,movie,0.0361,13,0.0,0,75,,,[],Suhas Kadav,-1,0,0,0,0,0,0,0
940,Motu Patlu: Deep Sea Adventure,Motu Patlu: Deep Sea Adventure,"[12, 10751, 35]",https://image.tmdb.org/t/p/w500/muwUfwKxNSc0u2dvRjcRGi6gDJZ.jpg,movie,0.1312,12,0.0,0,75,,['IN'],[],Suhas Kadav,-1,0,0,0,0,0,0,0
941,Motu Patlu: Mission Moon,Motu Patlu: Mission Moon,"[16, 12, 10770]",https://image.tmdb.org/t/p/w500/nHEOwBvtnFXbcYyPPlqfM0HkMGc.jpg,movie,0.0268,8,0.0,0,71,,['IN'],[],Suhas Kadav,-1,0,0,0,0,0,0,0
942,Mystic River,Sobre Meninos e Lobos,"[53, 80, 18, 9648]",https://image.tmdb.org/t/p/w500/sCqLLudKYZA4oToKivEG6ytiHIA.jpg,movie,5.4648,23,7.742,7293,138,,['US'],"['child abuse', 'sexual abuse', ""workers' quarter"", 'based on novel or book', 'loss of loved one', 'suppressed past', 'boston, massachusetts', 'repayment', 'arbitrary law', 'loyalty', 'massachusetts', 'whodunit', 'biting', 'guilt', 'childhood sexual abuse', 'mysterious', 'grim', 'vengeance', 'poker race', 'sex abuse', 'forceful']",Clint Eastwood,5,0,0,0,0,0,0,0
943,Never Back Down,Quebrando Regras,"[18, 28]",https://image.tmdb.org/t/p/w500/zHgmsesWCLimmYUFFLnXk3DYWde.jpg,movie,4.433,18,6.773,2448,115,,['US'],"['high school', 'martial arts', 'sports', 'fight', 'underground', 'rebel', 'training', 'champion', 'revenge', 'nemesis', 'club', 'brawl', 'aggressive', 'vibrant']",Jeff Wadlow,2,0,0,0,0,0,0,0
944,S.M.A.R.T Chase,S.M.A.R.T. Chase: Perseguição Explosiva,"[28, 35, 12, 80, 53]",https://image.tmdb.org/t/p/w500/3VHfDG1ytzUhkh5v2XHkCoiuZJB.jpg,movie,0.6817,9,4.858,106,95,,['CN'],[],Charles Martin,-1,0,0,0,0,0,0,0
945,Sitting in Limbo,Sitting in Limbo,[18],https://image.tmdb.org/t/p/w500/6eNu5Bg1MIcUPPeyM6rQHn2jzYD.jpg,movie,1.9676,6,7.4,7,89,,['GB'],[],Stella Corradi,-1,0,0,0,0,0,0,0
946,Stargate,Stargate SG-1,"[10765, 10759]",https://image.tmdb.org/t/p/w500/dQjmI7XxI47v8IM2MUysHG0LuU2.jpg,tv,107.9743,29,8.28,1759,"[42, 60, 43, 45]",10,"['CA', 'US']","['wormhole', 'space travel', 'space', 'travel', 'alien', 'alien planet', 'military', 'distant  planet', 'secret military program', 'advanced ancient civilization']",Brad Wright,1,0,0,0,0,0,0,0
947,State of Play,State of Play,"[9648, 18, 80]",https://image.tmdb.org/t/p/w500/qjgtpbPdj0sfhiCa79M5pS1pydT.jpg,tv,4.2295,23,7.441,110,,1,['GB'],"['london, england', 'journalist', 'murder', 'conspiracy', 'political thriller']",Paul Abbott,3,0,0,0,0,0,0,0
948,Swiped,Deu Match: A Rainha de Apps de Namoro,"[36, 18]",https://image.tmdb.org/t/p/w500/zTKJ3fivR4FA3NS3qO57ASdMQiz.jpg,movie,2.8662,1,6.528,161,111,,['US'],"['based on true story', 'questioning', 'online dating', 'woman director', 'instructive']",Rachel Lee Goldenberg,5,0,0,0,0,0,0,0
949,The Darkest Hour,A Hora da Escuridão,"[27, 28, 53, 878]",https://image.tmdb.org/t/p/w500/a5TTCBLIgkGbejBL8YPkIS1Zf9W.jpg,movie,2.5739,15,5.307,1562,88,,"['US', 'RU']","['alien invasion', 'american abroad', 'moscow, russia', 'failed business', 'microwave', 'faraday']",Chris Gorak,2,0,0,0,0,0,0,0
950,The Lovely Bones,Um Olhar do Paraíso,"[14, 18]",https://image.tmdb.org/t/p/w500/vJEvxyCflOvCoY3ToK6iQoUCVrn.jpg,movie,4.4885,17,7.063,4873,136,,"['GB', 'NZ', 'US']","['rape', 'based on novel or book', 'afterlife', 'loss of loved one', 'tree', '1970s', 'serial killer', 'corpse', 'pedophile', 'teenage love', 'grieving', 'childhood sexual abuse', 'based on young adult novel']",Peter Jackson,2,0,0,0,0,0,1,0
951,The Sweetest Thing,Tudo para Ficar com Ele,"[10749, 35]",https://image.tmdb.org/t/p/w500/7QwTRFO3SFNueGrXGaCmRrBKb0d.jpg,movie,4.3184,24,5.604,1159,88,,['US'],"['roommates', 'fiancé', 'marriage', 'female friendship', 'wedding', 'club', 'misadventure', 'sex comedy', 'aftercreditsstinger', 'duringcreditsstinger', 'oral sex']",Roger Kumble,5,0,0,0,0,0,0,0
952,The Whole Nine Yards,Meu Vizinho Mafioso,"[35, 80]",https://image.tmdb.org/t/p/w500/5lw45lDlamxHWdxu1t2p8gFdl8T.jpg,movie,2.576,26,6.5,2033,98,,['US'],"['chicago, illinois', 'gangster', 'montreal, canada', 'mafia', 'dentist', 'hoodlum']",Jonathan Lynn,5,0,0,0,0,0,0,0
953,The Whole Truth,The Whole Truth,[18],https://image.tmdb.org/t/p/w500/heNIMticSTyeDJxNYGvrZW5U2Sa.jpg,tv,3.0029,16,6.3,6,[42],1,['US'],"['new york city', 'prosecution', 'lawyer', 'defense', 'district attorney', 'courtroom', 'defense attorney', 'legal drama']",,-1,0,0,0,0,0,0,0
954,The Yeti Adventures,Missão Catmandu - As Aventuras de Nelly e Simon,"[16, 10751, 12]",https://image.tmdb.org/t/p/w500/oeEdKE0Pk0iLvsfcQdLrGV98aVy.jpg,movie,0.8436,9,5.6,35,84,,['CA'],"['nepal', 'himalaya mountain range', 'yeti', '1950s']",Pierre Greco,-1,0,0,0,0,0,0,0
955,Under Siege,A Força em Alerta,"[28, 53]",https://image.tmdb.org/t/p/w500/soir64J6K4uXjHuY2i5Un4cCoo4.jpg,movie,4.4133,34,6.293,1682,103,,"['FR', 'US']","['martial arts', 'war ship', 'mercenary', 'nuclear missile', 'u.s. navy', 'hostage-taking', 'terrorism', 'one against many', 'battleship', 'action hero', 'good versus evil']",Andrew Davis,5,0,0,0,0,0,0,0
956,Zack and Miri Make a Porno,"Pagando Bem, Que Mal Tem?","[35, 10749]",https://image.tmdb.org/t/p/w500/4VxsCE2NFo8zR5qB0VqqDFHxq43.jpg,movie,3.2984,18,6.343,2618,102,,['US'],"['pornography', ""love of one's life"", 'platonic love', 'pornographic video', 'best friend', 'sex comedy', 'friends in love', 'duringcreditsstinger', 'porno']",Kevin Smith,5,0,0,0,0,0,0,0
957,Pet Stars,Pet Stars,[10764],https://image.tmdb.org/t/p/w500/8tKNS1XV0DlhT1FIOLqTYOtrF0p.jpg,tv,0.397,5,5.9,7,[29],1,['US'],"['los angeles, california', 'social media', 'talent manager', 'pets', 'talent agency', 'social media influencer', 'hollywood, california', 'animal actor']",,-1,0,0,0,0,0,0,0
958,Seven,O Cavaleiro dos Sete Reinos,"[18, 10765, 10759]",https://image.tmdb.org/t/p/w500/whIZtYminSyVOwjxhjxYcOaCuBg.jpg,tv,170.9015,0,8.479,582,,1,['US'],"['based on novel or book', 'prequel', 'knight', 'spin off', 'fantasy world', 'squire', 'comforting', 'complicated', 'hopeful']",George R. R. Martin,5,0,0,0,0,0,0,0
959,The Disciple,O Discípulo,"[18, 10402]",https://image.tmdb.org/t/p/w500/rKqvZzJSxQHErL3GvGgXDiL5KrP.jpg,movie,0.6226,6,6.7,54,128,,"['IN', 'US']",[],Chaitanya Tamhane,-1,0,0,0,0,0,0,0
960,The Innocent,O Inocente,"[18, 10749]",https://image.tmdb.org/t/p/w500/inQUT1SxTrAMzjE3zqpVU3qdsoq.jpg,movie,0.6406,33,6.017,29,119,,"['DE', 'GB']",[],John Schlesinger,5,0,0,0,0,0,0,0
961,The Mitchells vs. The Machines,A Família Mitchell e a Revolta das Máquinas,"[16, 12, 35]",https://image.tmdb.org/t/p/w500/k1p10mLm1uM1jqR7RlzB0SalD00.jpg,movie,5.0723,5,7.854,3255,90,,"['HK', 'US']","['man vs machine', 'technology', 'dysfunctional family', 'family relationships', 'family drama', 'father daughter conflict', 'evil robot', 'inspirational']",Mike Rianda,1,0,0,0,0,0,0,0
962,The Strangers: Prey at Night,Os Estranhos: Caçada Noturna,"[27, 53]",https://image.tmdb.org/t/p/w500/w81oy2uftuBwGb1Ncx0V4OOO27G.jpg,movie,2.5376,8,5.711,1472,86,,"['US', 'GB']","['road trip', 'swimming pool', 'sequel', 'murder', 'serial killer', 'slasher', 'home invasion', 'cross country', 'stranger', 'mysterious stranger', 'handgun', 'mobile home', 'brother sister relationship', 'masked', 'psychological horror']",Johannes Roberts,5,0,0,0,0,0,0,0
963,The Unremarkable Juanquini,Um Mágico Nada Incrível,[35],https://image.tmdb.org/t/p/w500/d2jgq3q8MGHwP5ZNtnJ8GPCSQ1W.jpg,tv,1.2513,6,6.91,223,[30],2,['CO'],['police'],Dago García,-1,0,0,0,0,0,0,0
964,Things Heard & Seen,Vozes e Vultos,[27],https://image.tmdb.org/t/p/w500/bsxQvbWiBa13Vsas5Sj0JhR73QF.jpg,movie,2.1454,5,5.721,1053,121,,['US'],"['based on novel or book', 'bulimia', 'haunted house', 'fraud', 'ghost', 'troubled marriage', 'eating disorder', 'dark secret', '1980s']",Shari Springer Berman,-1,0,0,0,0,0,0,0
965,Yasuke,Yasuke,"[16, 18, 10759, 10765]",https://image.tmdb.org/t/p/w500/EyrE3HJsMArVSORCnP0ooiAd9T.jpg,tv,4.472,5,7.347,252,,1,['JP'],"['samurai', 'magic', 'based on true story', 'psychic power', 'mecha', 'historical', 'anime', 'african slave', 'fantasy', 'science fantasy', 'action']",LeSean Thomas,5,0,0,0,0,0,0,1
966,Get the Grift,Os Salafrários,"[35, 80]",https://image.tmdb.org/t/p/w500/oaxrs3OvIjJWK7ztuf6PQMCAB0P.jpg,movie,1.2933,5,6.433,105,94,,['BR'],[],Pedro Antônio,-1,0,0,0,0,0,0,0
967,Headspace Guide to Sleep,Headspace - Guia para Dormir Melhor,"[99, 16]",https://image.tmdb.org/t/p/w500/smMONDVSiUZswZoPPVEhbPdKlDG.jpg,tv,1.0055,5,7.7,14,"[18, 15, 19, 20]",1,['US'],"['sleep', 'psychological stress', 'psychology', 'guide', 'health documentary']",,0,0,0,0,0,0,0,0
968,Sexify,Sexify,"[18, 35]",https://image.tmdb.org/t/p/w500/3mIrH23ar0lr8rj4SAW4kM6nJg6.jpg,tv,3.9286,5,7.161,218,,2,['PL'],"['orgasm', 'poland', 'mobile app', 'sex']",Piotr Domalewski,5,0,0,0,0,0,0,0
969,August: Osage County,Álbum de Família,"[35, 18]",https://image.tmdb.org/t/p/w500/ibWW2YJpRJzUrndO3Qdt8CLzodj.jpg,movie,2.3186,13,6.856,1572,121,,['US'],"['suicide', 'funeral', 'southern usa', 'drug addiction', 'oklahoma', 'based on play or musical', 'family secrets', 'dysfunctional family', 'cancer', 'suicide of father', 'midwest', 'alcoholic father', 'protective father', 'mental disorders', 'family home', 'bad mother', 'sisterhood', 'abusive mother', 'sick mother', 'mother daughter relationship', 'brother sister relationship', 'pills', 'pill-addicted', 'toxic family']",John Wells,5,0,0,0,0,0,0,0
970,Battle: Los Angeles,Invasão do Mundo: Batalha de Los Angeles,"[878, 28]",https://image.tmdb.org/t/p/w500/yApEJEltSSf05tRpWtmcu0P9mun.jpg,movie,3.3706,15,5.813,3659,116,,['US'],"['hero', 'saving the world', 'chaos', 'marine corps', 'retirement', 'meteor', 'space invasion', 'alien', 'survival', 'battlefield', 'sergeant', 'los angeles, california', 'battle', 'alien invasion', 'u.s. marine', 'escapade', 'heroic mission', 'evil alien']",Jonathan Liebesman,2,0,0,0,0,0,0,0
971,Between Worlds,Entre Mundos,"[9648, 53, 14]",https://image.tmdb.org/t/p/w500/1z1OVCvzdqkgeYZvZCqhznUzYf2.jpg,movie,1.1333,8,5.0,262,90,,['US'],"['spirit', 'woman director', 'lost soul']",Maria Pulera,5,0,0,0,0,0,0,0
972,Fatma,Fatma,"[80, 18]",https://image.tmdb.org/t/p/w500/sbfgYpPYfTC2j1EU0l3SsyPUaIt.jpg,tv,2.0651,5,6.939,90,[42],1,['TR'],"['murder', 'missing husband']",Özgür Önurme,5,0,0,0,0,0,0,0
973,One,ONE PIECE: A Série,"[10759, 10765]",https://image.tmdb.org/t/p/w500/aesLt9fsKSA6KCgGxA60VVxjtLk.jpg,tv,40.2279,3,8.116,1487,,3,['US'],"['ocean', 'sea', 'ship', 'friendship', 'based on comic', 'pirate', 'fighting', 'super power']",Steven Maeda,3,0,1,0,0,0,1,0
974,Ram Prasad Ki Tehrvi,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
975,Shadow and Bone - The Afterparty,Sombra e Ossos - The Afterparty,[99],https://image.tmdb.org/t/p/w500/wBWpIloTXwV0JwfTzmcVv1qekgH.jpg,movie,0.6148,5,7.4,7,32,,['US'],[],Joe Guidry,5,0,0,0,0,0,0,0
976,Among Family,Confusão em Família,[35],https://image.tmdb.org/t/p/w500/lxA6UjZqRX1LFCQ6kgjpbCCP3JI.jpg,movie,0.3983,9,6.7,164,124,,['TR'],"['marriage crisis', 'marriage', 'stepfather', 'lgbt', 'police fake', 'nightclub singer', 'neurotic', 'divorced couple', 'trans woman', 'phobic person', 'traditional family']",Ozan Açıktan,-1,0,0,0,0,0,0,0
977,Dedemin Fisi,Dedemin Fişi,[35],https://image.tmdb.org/t/p/w500/vInfcwnGIvi5rf2zr9v4KghwFwe.jpg,movie,0.7092,10,5.0,49,100,,['TR'],[],Meltem Bozoflu,-1,0,0,0,0,0,0,0
978,Deliha,Deliha,"[10751, 35, 10749]",https://image.tmdb.org/t/p/w500/kQqpC4qYqQqFTt9DZYjsz3s1yHv.jpg,movie,4.857,12,5.052,86,107,,['TR'],[],Hakan Algül,-1,0,0,0,0,0,0,0
979,Düğün Dernek,Düğün Dernek,[35],https://image.tmdb.org/t/p/w500/xlkjSMHJvgqOTMa2cQyn9GscA8E.jpg,movie,1.061,13,6.21,143,106,,['TR'],[],Selçuk Aydemir,-1,0,0,0,0,0,0,0
980,Dügün Dernek 2: Sünnet,Düğün Dernek 2: Sünnet,[35],https://image.tmdb.org/t/p/w500/hDwthBPG9MH75pQMMwmEciJf3j6.jpg,movie,0.2292,11,5.877,106,107,,['TR'],['turkish family'],Selçuk Aydemir,-1,0,0,0,0,0,0,0
981,G.O.R.A,G.O.R.A.,"[35, 12, 878]",https://image.tmdb.org/t/p/w500/bxHULJqeW1GlPWr7uvRoWQWsDIe.jpg,movie,0.7312,22,7.331,361,127,,['TR'],"['prison', 'spacecraft', 'turkey', 'space race', 'running away']",Ömer Faruk Sorak,2,0,0,0,0,0,0,0
982,Hayat Öpücügü,Hayat Öpücüğü,"[10749, 35]",https://image.tmdb.org/t/p/w500/f3xIkogsxCJa9NrdGiMxBL6wsfI.jpg,movie,1.327,11,4.4,26,102,,['TR'],[],Şenol Sönmez,-1,0,0,0,0,0,0,0
983,Heroes: Silence and Rock & Roll,Héroes del Silencio Barulho e RocknRoll,"[99, 10402]",https://image.tmdb.org/t/p/w500/zDUtJIr4lPeMnF7vXHyAqCXkR4s.jpg,movie,0.1557,5,8.411,84,95,,['ES'],['music documentary'],Alexis Morante,-1,0,0,0,0,0,0,0
984,Kara Bela,Kara Bela,[35],https://image.tmdb.org/t/p/w500/dPcg1ebvvQOFry39XtspQAeY7Zj.jpg,movie,1.0275,11,6.3,91,105,,['TR'],[],Burak Aksak,-1,0,0,0,0,0,0,0
985,Kocan Kadar Konus,Kocan Kadar Konus 2: Dirilis,[35],https://image.tmdb.org/t/p/w500/uIA4o67iG0aeC2Hqy98IEfkTTZi.jpg,movie,0.2606,10,5.6,35,108,,['TR'],['wedding'],Kıvanç Baruönü,-1,0,0,0,0,0,0,0
986,Kocan Kadar Konus 2: Dirilis,Kocan Kadar Konus 2: Dirilis,[35],https://image.tmdb.org/t/p/w500/uIA4o67iG0aeC2Hqy98IEfkTTZi.jpg,movie,0.2606,10,5.6,35,108,,['TR'],['wedding'],Kıvanç Baruönü,-1,0,0,0,0,0,0,0
987,Legal Hash,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
988,Let's Fight Ghost,"Let's Fight, Ghost","[18, 9648, 10765]",https://image.tmdb.org/t/p/w500/wSNAMyfWVaHMfLdeGsA3cOTgrqX.jpg,tv,4.0455,10,7.9,113,[65],1,['KR'],"['exorcism', 'based on comic', 'romance', 'serial killer', 'ghost hunting', 'interspecies romance', 'college life', 'based on webcomic or webtoon']",Park Joon-hwa,-1,0,1,1,0,0,1,0
989,My Travel Buddy,Meu Companheiro de Estrada,[35],https://image.tmdb.org/t/p/w500/mCleX3V9IQRUbLwEVIS0cZnxVSF.jpg,movie,0.7257,9,5.925,67,115,,['TR'],[],Bedran Güzel,-1,0,0,0,0,0,0,0
990,Niyazi Gül Dörtnala,Niyazi Gül Dörtnala,[35],https://image.tmdb.org/t/p/w500/3nLAFwuC1w3uHvarpRMwyynp0LW.jpg,movie,0.4812,11,3.988,42,106,,['TR'],[],Hakan Algül,-1,0,0,0,0,0,0,0
991,One Like It,"Charlie Had One But He Didn't Like It, So He Gave It To Us",[],,tv,0.1281,,0.0,0,[30],,,[],,-1,0,0,0,0,0,0,0
992,Perfume Imaginary Museum “Time Warp”,Perfume Imaginary Museum “Time Warp”,[10402],https://image.tmdb.org/t/p/w500/pPcpOqNp98rIPYrRmPXCfHf2qFX.jpg,movie,0.2363,6,5.8,4,54,,['JP'],[],Daito Manabe,-1,0,0,0,0,0,0,0
993,Shadow and Bone,Sombra e Ossos,"[18, 10765]",https://image.tmdb.org/t/p/w500/7tm1T7frzADXN3YPY2XRRbvAicY.jpg,tv,8.7608,5,7.787,1523,[52],2,['US'],"['based on novel or book', 'magic', 'crew', 'soldier', 'young woman', 'based on myths, legends or folklore', 'based on young adult novel', 'darkling', 'power', 'fantasy', 'teenager', 'adventure', 'middle ages']",Eric Heisserer,3,0,0,0,0,0,1,0
994,This Lady Called Life,This Lady Called Life,"[18, 10749]",https://image.tmdb.org/t/p/w500/uR7z5qdCs8gjECe0RoVZYjWjLvV.jpg,movie,0.3555,6,0.0,0,120,,['NG'],[],Kayode Kasum,-1,0,0,0,0,0,0,0
995,Vizontele,Vizontele,"[35, 18]",https://image.tmdb.org/t/p/w500/ipHbJ54NuA8tobUDrEV6odOrYhK.jpg,movie,1.7562,25,7.3,185,110,,['TR'],[],Yılmaz Erdoğan,-1,0,0,0,0,0,0,0
996,HOMUNCULUS,Homunculus,"[18, 53]",https://image.tmdb.org/t/p/w500/5MDakv6USBc8MWFt1qTFocN1n9P.jpg,movie,1.7454,5,6.029,119,119,,['JP'],"['supernatural', 'medicine', 'based on manga', 'trepanation']",Takashi Shimizu,-1,0,0,0,0,0,1,1
997,Life in Color with David Attenborough,A Vida em Cores com David Attenborough,[99],https://image.tmdb.org/t/p/w500/egZRYjJRFhcDzubtnZldtYBzz7i.jpg,tv,1.9581,5,7.6,74,[58],1,['GB'],"['animals', 'nature documentary', 'science knowledge', 'science fact', 'natural science', 'environmental documentary', 'science documentary']",,1,0,0,0,0,0,0,0
